device_count,no_of_tasks,Lan_delay,Failure_mob,Decision,fuzzy_probability,tilt_t2,tilt_t3
1150,273028,52.5,18.0,3,50.707,46.5,53.5
1112,273028,52.5,18.0,3,50.25,48.8,51.2
1944,479459,66.4,28.5,3,74.16,0,100
1492,324661,56.5,22.0,3,74.16,0,100
1710,413739,63.0,26.5,3,74.16,0,100
1876,413739,63.0,26.5,3,74.16,0,100
1940,479459,66.4,28.5,3,74.16,0,100
1948,479459,66.4,28.5,3,74.16,0,100
1500,324661,56.5,22.0,3,74.16,0,100
1472,324661,56.5,22.0,3,74.16,0,100
1281,273028,52.5,18.0,3,50.707,46.5,53.5
1814,413739,63.0,26.5,3,74.16,0,100
1817,413739,63.0,26.5,3,74.16,0,100
1899,413739,63.0,26.5,3,74.16,0,100
1894,413739,63.0,26.5,3,74.16,0,100
1837,413739,63.0,26.5,3,74.16,0,100
1645,368472,59.8,24.0,3,74.16,0,100
1428,324661,56.5,22.0,3,74.16,0,100
1548,368472,59.8,24.0,3,74.16,0,100
1622,368472,59.8,24.0,3,74.16,0,100
1624,368472,59.8,24.0,3,74.16,0,100
1378,324661,56.5,22.0,3,74.16,0,100
1485,324661,56.5,22.0,3,74.16,0,100
1756,413739,63.0,26.5,3,74.16,0,100
1017,232514,49.0,15.0,2,49.473,52.6,47.4
1815,413739,63.0,26.5,3,74.16,0,100
1744,413739,63.0,26.5,3,74.16,0,100
1093,232514,49.0,15.0,2,49.473,52.6,47.4
1090,232514,49.0,15.0,2,49.473,52.6,47.4
1884,413739,63.0,26.5,3,74.16,0,100
1238,273028,52.5,18.0,3,50.707,46.5,53.5
1286,273028,52.5,18.0,3,50.707,46.5,53.5
1795,413739,63.0,26.5,3,74.16,0,100
1821,413739,63.0,26.5,3,74.16,0,100
1096,232514,49.0,15.0,2,49.473,52.6,47.4
1840,413739,63.0,26.5,3,74.16,0,100
1304,324661,56.5,22.0,3,74.16,0,100
1686,368472,59.8,24.0,3,74.16,0,100
1989,479459,66.4,28.5,3,74.16,0,100
1307,324661,56.5,22.0,3,74.16,0,100
1003,232514,49.0,15.0,2,49.473,52.6,47.4
1408,324661,56.5,22.0,3,74.16,0,100
1839,413739,63.0,26.5,3,74.16,0,100
1374,324661,56.5,22.0,3,74.16,0,100
1741,413739,63.0,26.5,3,74.16,0,100
1191,273028,52.5,18.0,3,50.707,46.5,53.5
1295,273028,52.5,18.0,3,50.707,46.5,53.5
1636,368472,59.8,24.0,3,74.16,0,100
1254,273028,52.5,18.0,3,50.707,46.5,53.5
1835,413739,63.0,26.5,3,74.16,0,100
1977,479459,66.4,28.5,3,74.16,0,100
1953,479459,66.4,28.5,3,74.16,0,100
1406,324661,56.5,22.0,3,74.16,0,100
1828,413739,63.0,26.5,3,74.16,0,100
1411,324661,56.5,22.0,3,74.16,0,100
1738,413739,63.0,26.5,3,74.16,0,100
1781,413739,63.0,26.5,3,74.16,0,100
1165,273028,52.5,18.0,3,50.707,46.5,53.5
1368,324661,56.5,22.0,3,74.16,0,100
1313,324661,56.5,22.0,3,74.16,0,100
1915,479459,66.4,28.5,3,74.16,0,100
1142,273028,52.5,18.0,3,50.707,46.5,53.5
1316,324661,56.5,22.0,3,74.16,0,100
1173,273028,52.5,18.0,3,50.707,46.5,53.5
1044,232514,49.0,15.0,2,49.473,52.6,47.4
1442,324661,56.5,22.0,3,74.16,0,100
1554,368472,59.8,24.0,3,74.16,0,100
1705,413739,63.0,26.5,3,74.16,0,100
1924,479459,66.4,28.5,3,74.16,0,100
1122,273028,52.5,18.0,3,50.707,46.5,53.5
1204,273028,52.5,18.0,3,50.707,46.5,53.5
1268,273028,52.5,18.0,3,50.707,46.5,53.5
1129,273028,52.5,18.0,3,50.707,46.5,53.5
1502,368472,59.8,24.0,3,74.16,0,100
1656,368472,59.8,24.0,3,74.16,0,100
1754,413739,63.0,26.5,3,74.16,0,100
1507,368472,59.8,24.0,3,74.16,0,100
1697,368472,59.8,24.0,3,74.16,0,100
1340,324661,56.5,22.0,3,74.16,0,100
1151,273028,52.5,18.0,3,50.707,46.5,53.5
1648,368472,59.8,24.0,3,74.16,0,100
1571,368472,59.8,24.0,3,74.16,0,100
1651,368472,59.8,24.0,3,74.16,0,100
1814,413739,63.0,26.5,3,74.16,0,100
1811,413739,63.0,26.5,3,74.16,0,100
1540,368472,59.8,24.0,3,74.16,0,100
1822,413739,63.0,26.5,3,74.16,0,100
1382,324661,56.5,22.0,3,74.16,0,100
1001,232514,49.0,15.0,2,49.473,52.6,47.4
1201,273028,52.5,18.0,3,50.707,46.5,53.5
1524,368472,59.8,24.0,3,74.16,0,100
1454,324661,56.5,22.0,3,74.16,0,100
1860,413739,63.0,26.5,3,74.16,0,100
1092,232514,49.0,15.0,2,49.473,52.6,47.4
1301,324661,56.5,22.0,3,74.16,0,100
1976,479459,66.4,28.5,3,74.16,0,100
1668,368472,59.8,24.0,3,74.16,0,100
1944,479459,66.4,28.5,3,74.16,0,100
1164,273028,52.5,18.0,3,50.707,46.5,53.5
1061,232514,49.0,15.0,2,49.473,52.6,47.4
1510,368472,59.8,24.0,3,74.16,0,100
1713,413739,63.0,26.5,3,74.16,0,100
1428,324661,56.5,22.0,3,74.16,0,100
1364,324661,56.5,22.0,3,74.16,0,100
1699,368472,59.8,24.0,3,74.16,0,100
1706,413739,63.0,26.5,3,74.16,0,100
1377,324661,56.5,22.0,3,74.16,0,100
1440,324661,56.5,22.0,3,74.16,0,100
1136,273028,52.5,18.0,3,50.707,46.5,53.5
1842,413739,63.0,26.5,3,74.16,0,100
1091,232514,49.0,15.0,2,49.473,52.6,47.4
1058,232514,49.0,15.0,2,49.473,52.6,47.4
1781,413739,63.0,26.5,3,74.16,0,100
1495,324661,56.5,22.0,3,74.16,0,100
1483,324661,56.5,22.0,3,74.16,0,100
1125,273028,52.5,18.0,3,50.707,46.5,53.5
1300,273028,52.5,18.0,3,50.707,46.5,53.5
1481,324661,56.5,22.0,3,74.16,0,100
1987,479459,66.4,28.5,3,74.16,0,100
1559,368472,59.8,24.0,3,74.16,0,100
1652,368472,59.8,24.0,3,74.16,0,100
1348,324661,56.5,22.0,3,74.16,0,100
1112,273028,52.5,18.0,3,50.25,48.8,51.2
1754,413739,63.0,26.5,3,74.16,0,100
1681,368472,59.8,24.0,3,74.16,0,100
1262,273028,52.5,18.0,3,50.707,46.5,53.5
1318,324661,56.5,22.0,3,74.16,0,100
1948,479459,66.4,28.5,3,74.16,0,100
1426,324661,56.5,22.0,3,74.16,0,100
1770,413739,63.0,26.5,3,74.16,0,100
1725,413739,63.0,26.5,3,74.16,0,100
1572,368472,59.8,24.0,3,74.16,0,100
1628,368472,59.8,24.0,3,74.16,0,100
1740,413739,63.0,26.5,3,74.16,0,100
1283,294455,54.16,19.66,3,60.182,0,100
1804,415053,63.068,26.54,3,74.16,0,100
1252,286452,53.54,19.04,3,55.906,20.5,79.5
1216,277158,52.82,18.32,3,52.107,39.5,60.5
1288,295746,54.26,19.76,3,60.976,0,100
1576,363214,59.404,23.76,3,74.16,0,100
1779,408985,62.664,26.238,3,74.16,0,100
1496,345690,58.084,22.96,3,74.16,0,100
1108,254391,50.89,16.62,2,49.473,52.6,47.4
1451,335832,57.341,22.51,3,74.16,0,100
1109,254594,50.907,16.635,2,49.473,52.6,47.4
1759,404459,62.344,25.988,3,74.16,0,100
1255,287227,53.6,19.1,3,56.273,18.6,81.39999999999999
1241,283612,53.32,18.82,3,54.633,26.8,73.2
1258,288001,53.66,19.16,3,56.649,16.8,83.2
1415,327946,56.748,22.15,3,74.16,0,100
1864,434769,64.088,27.14,3,74.16,0,100
1772,407401,62.552,26.15,3,74.16,0,100
1945,461386,65.465,27.95,3,74.16,0,100
1580,364090,59.47,23.8,3,74.16,0,100
1721,395858,61.736,25.512,3,74.16,0,100
1966,468286,65.822,28.16,3,74.16,0,100
1917,452185,64.989,27.67,3,74.16,0,100
1175,267963,52.062,17.625,2,49.473,52.6,47.4
1994,477487,66.298,28.44,3,74.16,0,100
1885,441670,64.445,27.35,3,74.16,0,100
1328,306073,55.06,20.56,3,68.584,0,100
1317,303233,54.84,20.34,3,66.25,0,100
1070,246693,50.225,16.05,2,49.473,52.6,47.4
1479,341966,57.803,22.79,3,74.16,0,100
1576,363214,59.404,23.76,3,74.16,0,100
1687,388163,61.192,25.088,3,74.16,0,100
1435,332327,57.078,22.35,3,74.16,0,100
1750,402422,62.2,25.875,3,74.16,0,100
1173,267558,52.028,17.595,2,49.473,52.6,47.4
1726,396990,61.816,25.575,3,74.16,0,100
1626,374356,60.216,24.325,3,74.16,0,100
1648,379336,60.568,24.6,3,74.16,0,100
1045,241629,49.788,15.675,2,49.473,52.6,47.4
1898,445941,64.666,27.48,3,74.16,0,100
1747,401743,62.152,25.837,3,74.16,0,100
1662,382504,60.792,24.775,3,74.16,0,100
1793,412154,62.888,26.412,3,74.16,0,100
1504,347442,58.216,23.04,3,74.16,0,100
1232,281289,53.14,18.64,3,53.67,31.6,68.4
1630,375262,60.28,24.375,3,74.16,0,100
1555,358614,59.057,23.55,3,74.16,0,100
1538,354890,58.777,23.38,3,74.16,0,100
1939,459414,65.363,27.89,3,74.16,0,100
1935,458100,65.295,27.85,3,74.16,0,100
1093,251353,50.627,16.395,2,49.473,52.6,47.4
1344,310203,55.38,20.88,3,72.36,0,100
1793,412154,62.888,26.412,3,74.16,0,100
1178,268571,52.115,17.67,2,49.473,52.6,47.4
1025,237578,49.438,15.375,2,49.473,52.6,47.4
1510,348757,58.315,23.1,3,74.16,0,100
1192,271407,52.36,17.88,3,50.196,49.0,51.0
1235,282063,53.2,18.7,3,53.984,30.099999999999998,69.89999999999999
1133,259455,51.328,16.995,2,49.473,52.6,47.4
1019,236362,49.332,15.285,2,49.473,52.6,47.4
1441,333642,57.177,22.41,3,74.16,0,100
1606,369830,59.896,24.075,3,74.16,0,100
1115,255809,51.013,16.725,2,49.473,52.6,47.4
1884,441341,64.428,27.34,3,74.16,0,100
1028,238185,49.49,15.42,2,49.473,52.6,47.4
2000,479459,66.4,28.5,3,74.16,0,100
1891,443641,64.547,27.41,3,74.16,0,100
1352,312269,55.54,21.04,3,74.16,0,100
1226,279740,53.02,18.52,3,53.063,34.699999999999996,65.3
1905,448242,64.785,27.55,3,74.16,0,100
1990,476173,66.23,28.4,3,74.16,0,100
1637,376846,60.392,24.463,3,74.16,0,100
1349,311494,55.48,20.98,3,73.641,0,100
1211,275867,52.72,18.22,3,51.653,41.699999999999996,58.3
1715,394500,61.64,25.438,3,74.16,0,100
1215,276900,52.8,18.3,3,52.015,39.900000000000006,60.099999999999994
1480,342185,57.82,22.8,3,74.16,0,100
1844,428197,63.748,26.94,3,74.16,0,100
1424,329918,56.896,22.24,3,74.16,0,100
1270,291099,53.9,19.4,3,58.256,8.7,91.3
1422,329480,56.863,22.22,3,74.16,0,100
1942,460400,65.414,27.92,3,74.16,0,100
1429,331013,56.978,22.29,3,74.16,0,100
1458,337366,57.457,22.58,3,74.16,0,100
1817,419325,63.289,26.67,3,74.16,0,100
1052,243047,49.91,15.78,2,49.473,52.6,47.4
1505,347661,58.233,23.05,3,74.16,0,100
1883,441012,64.411,27.33,3,74.16,0,100
1867,435755,64.139,27.17,3,74.16,0,100
1994,477487,66.298,28.44,3,74.16,0,100
1185,269989,52.237,17.775,2,49.765,51.2,48.8
1078,248314,50.365,16.17,2,49.473,52.6,47.4
1157,264317,51.748,17.355,2,49.473,52.6,47.4
1602,368924,59.832,24.025,3,74.16,0,100
1361,314592,55.72,21.22,3,74.16,0,100
1175,267963,52.062,17.625,2,49.473,52.6,47.4
1299,298586,54.48,19.98,3,62.837,0,100
1401,324880,56.517,22.01,3,74.16,0,100
1282,294197,54.14,19.64,3,60.027,0,100
1578,363652,59.437,23.78,3,74.16,0,100
1239,283096,53.28,18.78,3,54.414,27.900000000000002,72.1
1760,404685,62.36,26.0,3,74.16,0,100
1414,327727,56.731,22.14,3,74.16,0,100
1969,469272,65.873,28.19,3,74.16,0,100
1912,450542,64.904,27.62,3,74.16,0,100
1892,443970,64.564,27.42,3,74.16,0,100
1264,289550,53.78,19.28,3,57.432,12.8,87.2
1587,365624,59.586,23.87,3,74.16,0,100
1786,410570,62.776,26.325,3,74.16,0,100
1034,239401,49.595,15.51,2,49.473,52.6,47.4
1472,340432,57.688,22.72,3,74.16,0,100
1001,232716,49.018,15.015,2,49.473,52.6,47.4
1890,443313,64.53,27.4,3,74.16,0,100
1559,359490,59.123,23.59,3,74.16,0,100
1379,319239,56.08,21.58,3,74.16,0,100
1449,335394,57.308,22.49,3,74.16,0,100
1464,338680,57.556,22.64,3,74.16,0,100
1594,367157,59.701,23.94,3,74.16,0,100
1570,361900,59.305,23.7,3,74.16,0,100
1246,284903,53.42,18.92,3,55.198,24.0,76.0
1685,387710,61.16,25.062,3,74.16,0,100
1630,375262,60.28,24.375,3,74.16,0,100
1077,248111,50.347,16.155,2,49.473,52.6,47.4
1585,365186,59.552,23.85,3,74.16,0,100
1836,425568,63.612,26.86,3,74.16,0,100
1062,245073,50.085,15.93,2,49.473,52.6,47.4
1434,332108,57.061,22.34,3,74.16,0,100
1222,278707,52.94,18.44,3,52.673,36.6,63.4
1092,251150,50.61,16.38,2,49.473,52.6,47.4
1484,343061,57.886,22.84,3,74.16,0,100
1328,306073,55.06,20.56,3,68.584,0,100
1844,428197,63.748,26.94,3,74.16,0,100
1711,393595,61.576,25.388,3,74.16,0,100
1109,254594,50.907,16.635,2,49.473,52.6,47.4
1002,232919,49.035,15.03,2,49.473,52.6,47.4
1469,339775,57.639,22.69,3,74.16,0,100
1567,361243,59.255,23.67,3,74.16,0,100
1863,434440,64.071,27.13,3,74.16,0,100
1144,261684,51.52,17.16,2,49.473,52.6,47.4
1455,336709,57.407,22.55,3,74.16,0,100
1965,467958,65.805,28.15,3,74.16,0,100
1903,447584,64.751,27.53,3,74.16,0,100
1790,411475,62.84,26.375,3,74.16,0,100
1727,397216,61.832,25.587,3,74.16,0,100
1016,235755,49.28,15.24,2,49.473,52.6,47.4
1023,237173,49.403,15.345,2,49.473,52.6,47.4
1077,248111,50.347,16.155,2,49.473,52.6,47.4
1049,242439,49.857,15.735,2,49.473,52.6,47.4
1918,452513,65.006,27.68,3,74.16,0,100
1471,340213,57.672,22.71,3,74.16,0,100
1432,331670,57.028,22.32,3,74.16,0,100
1044,241427,49.77,15.66,2,49.473,52.6,47.4
1848,429511,63.816,26.98,3,74.16,0,100
1439,333204,57.144,22.39,3,74.16,0,100
1882,440684,64.394,27.32,3,74.16,0,100
1857,432469,63.969,27.07,3,74.16,0,100
1497,345909,58.1,22.97,3,74.16,0,100
1414,327727,56.731,22.14,3,74.16,0,100
1506,347880,58.249,23.06,3,74.16,0,100
1505,347661,58.233,23.05,3,74.16,0,100
1912,450542,64.904,27.62,3,74.16,0,100
1257,287743,53.64,19.14,3,56.523,17.4,82.6
1949,462700,65.533,27.99,3,74.16,0,100
1815,418668,63.255,26.65,3,74.16,0,100
1663,382731,60.808,24.788,3,74.16,0,100
1546,356643,58.909,23.46,3,74.16,0,100
1755,403553,62.28,25.938,3,74.16,0,100
1099,252568,50.733,16.485,2,49.473,52.6,47.4
1749,402195,62.184,25.863,3,74.16,0,100
1497,345909,58.1,22.97,3,74.16,0,100
1142,261278,51.485,17.13,2,49.473,52.6,47.4
1970,469600,65.89,28.2,3,74.16,0,100
1058,244263,50.015,15.87,2,49.473,52.6,47.4
1059,244465,50.032,15.885,2,49.473,52.6,47.4
1894,444627,64.598,27.44,3,74.16,0,100
1192,271407,52.36,17.88,3,50.196,49.0,51.0
1498,346128,58.117,22.98,3,74.16,0,100
1320,304007,54.9,20.4,3,66.865,0,100
1261,288776,53.72,19.22,3,57.036,14.799999999999999,85.2
1422,329480,56.863,22.22,3,74.16,0,100
1887,442327,64.479,27.37,3,74.16,0,100
1022,236970,49.385,15.33,2,49.473,52.6,47.4
1822,420968,63.374,26.72,3,74.16,0,100
1143,261481,51.503,17.145,2,49.473,52.6,47.4
1731,398121,61.896,25.638,3,74.16,0,100
1773,407627,62.568,26.163,3,74.16,0,100
1261,288776,53.72,19.22,3,57.036,14.799999999999999,85.2
1552,357957,59.008,23.52,3,74.16,0,100
1778,408759,62.648,26.225,3,74.16,0,100
1593,366938,59.684,23.93,3,74.16,0,100
1410,326851,56.665,22.1,3,74.16,0,100
1160,264925,51.8,17.4,2,49.473,52.6,47.4
1671,384541,60.936,24.887,3,74.16,0,100
1920,453171,65.04,27.7,3,74.16,0,100
1778,408759,62.648,26.225,3,74.16,0,100
1929,456128,65.193,27.79,3,74.16,0,100
1122,257227,51.135,16.83,2,49.473,52.6,47.4
1828,422939,63.476,26.78,3,74.16,0,100
1313,302200,54.76,20.26,3,65.448,0,100
1655,380920,60.68,24.688,3,74.16,0,100
1999,479130,66.383,28.49,3,74.16,0,100
1884,441341,64.428,27.34,3,74.16,0,100
1429,331013,56.978,22.29,3,74.16,0,100
1446,334737,57.259,22.46,3,74.16,0,100
1299,298586,54.48,19.98,3,62.837,0,100
1635,376393,60.36,24.438,3,74.16,0,100
1585,365186,59.552,23.85,3,74.16,0,100
1286,295230,54.22,19.72,3,60.655,0,100
1913,450870,64.921,27.63,3,74.16,0,100
1911,450213,64.887,27.61,3,74.16,0,100
1024,237375,49.42,15.36,2,49.473,52.6,47.4
1806,415710,63.102,26.56,3,74.16,0,100
1841,427211,63.697,26.91,3,74.16,0,100
1837,425897,63.629,26.87,3,74.16,0,100
1875,438384,64.275,27.25,3,74.16,0,100
1402,325099,56.533,22.02,3,74.16,0,100
1154,263709,51.695,17.31,2,49.473,52.6,47.4
1504,347442,58.216,23.04,3,74.16,0,100
1010,234539,49.175,15.15,2,49.473,52.6,47.4
1825,421954,63.425,26.75,3,74.16,0,100
1674,385220,60.984,24.925,3,74.16,0,100
1291,296521,54.32,19.82,3,61.469,0,100
1518,350509,58.447,23.18,3,74.16,0,100
1480,342185,57.82,22.8,3,74.16,0,100
1580,364090,59.47,23.8,3,74.16,0,100
1729,397669,61.864,25.613,3,74.16,0,100
1931,456785,65.227,27.81,3,74.16,0,100
1405,325756,56.582,22.05,3,74.16,0,100
1119,256619,51.082,16.785,2,49.473,52.6,47.4
1552,357957,59.008,23.52,3,74.16,0,100
1722,396084,61.752,25.525,3,74.16,0,100
1838,426225,63.646,26.88,3,74.16,0,100
1452,336051,57.358,22.52,3,74.16,0,100
1312,301942,54.74,20.24,3,65.252,0,100
1273,291874,53.96,19.46,3,58.683,6.6000000000000005,93.4
1663,382731,60.808,24.788,3,74.16,0,100
1862,434112,64.054,27.12,3,74.16,0,100
1316,302975,54.82,20.32,3,66.047,0,100
1181,269179,52.168,17.715,2,49.526,52.400000000000006,47.599999999999994
1266,290066,53.82,19.32,3,57.702,11.5,88.5
1567,361243,59.255,23.67,3,74.16,0,100
1582,364529,59.503,23.82,3,74.16,0,100
1956,465000,65.652,28.06,3,74.16,0,100
1398,324144,56.46,21.96,3,74.16,0,100
1945,461386,65.465,27.95,3,74.16,0,100
1883,441012,64.411,27.33,3,74.16,0,100
1064,245478,50.12,15.96,2,49.473,52.6,47.4
1742,400611,62.072,25.775,3,74.16,0,100
1286,295230,54.22,19.72,3,60.655,0,100
1193,271610,52.378,17.895,3,50.259,48.699999999999996,51.300000000000004
1522,351385,58.513,23.22,3,74.16,0,100
1659,381825,60.744,24.737,3,74.16,0,100
1060,244668,50.05,15.9,2,49.473,52.6,47.4
1037,240009,49.648,15.555,2,49.473,52.6,47.4
1615,371867,60.04,24.188,3,74.16,0,100
1559,359490,59.123,23.59,3,74.16,0,100
1917,452185,64.989,27.67,3,74.16,0,100
1154,263709,51.695,17.31,2,49.473,52.6,47.4
1883,441012,64.411,27.33,3,74.16,0,100
1706,392463,61.496,25.325,3,74.16,0,100
1543,355985,58.859,23.43,3,74.16,0,100
1529,352919,58.628,23.29,3,74.16,0,100
1398,324144,56.46,21.96,3,74.16,0,100
1874,438055,64.258,27.24,3,74.16,0,100
1109,254594,50.907,16.635,2,49.473,52.6,47.4
1408,326413,56.632,22.08,3,74.16,0,100
1479,341966,57.803,22.79,3,74.16,0,100
1976,471572,65.992,28.26,3,74.16,0,100
1492,344814,58.018,22.92,3,74.16,0,100
1879,439698,64.343,27.29,3,74.16,0,100
1129,258645,51.258,16.935,2,49.473,52.6,47.4
1791,411701,62.856,26.388,3,74.16,0,100
1135,259860,51.362,17.025,2,49.473,52.6,47.4
1428,330794,56.962,22.28,3,74.16,0,100
1920,453171,65.04,27.7,3,74.16,0,100
1545,356423,58.892,23.45,3,74.16,0,100
1026,237780,49.455,15.39,2,49.473,52.6,47.4
1861,433783,64.037,27.11,3,74.16,0,100
1473,340652,57.704,22.73,3,74.16,0,100
1338,308654,55.26,20.76,3,70.886,0,100
1755,403553,62.28,25.938,3,74.16,0,100
1760,404685,62.36,26.0,3,74.16,0,100
1159,264722,51.783,17.385,2,49.473,52.6,47.4
1705,392237,61.48,25.312,3,74.16,0,100
1185,269989,52.237,17.775,2,49.765,51.2,48.8
1434,332108,57.061,22.34,3,74.16,0,100
1475,341090,57.737,22.75,3,74.16,0,100
1362,314850,55.74,21.24,3,74.16,0,100
1234,281805,53.18,18.68,3,53.879,30.599999999999998,69.39999999999999
1110,254796,50.925,16.65,2,49.473,52.6,47.4
1950,463029,65.55,28.0,3,74.16,0,100
1835,425240,63.595,26.85,3,74.16,0,100
1225,279482,53.0,18.5,3,52.965,35.199999999999996,64.8
1131,259050,51.293,16.965,2,49.473,52.6,47.4
1363,315108,55.76,21.26,3,74.16,0,100
1143,261481,51.503,17.145,2,49.473,52.6,47.4
1859,433126,64.003,27.09,3,74.16,0,100
1588,365843,59.602,23.88,3,74.16,0,100
1699,390879,61.384,25.238,3,74.16,0,100
1466,339118,57.589,22.66,3,74.16,0,100
1737,399479,61.992,25.712,3,74.16,0,100
1230,280772,53.1,18.6,3,53.465,32.7,67.30000000000001
1822,420968,63.374,26.72,3,74.16,0,100
1630,375262,60.28,24.375,3,74.16,0,100
1283,294455,54.16,19.66,3,60.182,0,100
1808,416367,63.136,26.58,3,74.16,0,100
1062,245073,50.085,15.93,2,49.473,52.6,47.4
1161,265127,51.818,17.415,2,49.473,52.6,47.4
1211,275867,52.72,18.22,3,51.653,41.699999999999996,58.3
1594,367157,59.701,23.94,3,74.16,0,100
1007,233931,49.122,15.105,2,49.473,52.6,47.4
1749,402195,62.184,25.863,3,74.16,0,100
1546,356643,58.909,23.46,3,74.16,0,100
1981,473215,66.077,28.31,3,74.16,0,100
1327,305814,55.04,20.54,3,68.363,0,100
1926,455142,65.142,27.76,3,74.16,0,100
1266,290066,53.82,19.32,3,57.702,11.5,88.5
1018,236160,49.315,15.27,2,49.473,52.6,47.4
1775,408080,62.6,26.188,3,74.16,0,100
1774,407854,62.584,26.175,3,74.16,0,100
1520,350947,58.48,23.2,3,74.16,0,100
1133,259455,51.328,16.995,2,49.473,52.6,47.4
1976,471572,65.992,28.26,3,74.16,0,100
1077,248111,50.347,16.155,2,49.473,52.6,47.4
1351,312010,55.52,21.02,3,74.16,0,100
1963,467300,65.771,28.13,3,74.16,0,100
1178,268571,52.115,17.67,2,49.473,52.6,47.4
1329,306331,55.08,20.58,3,68.805,0,100
1143,261481,51.503,17.145,2,49.473,52.6,47.4
1198,272622,52.465,17.97,3,50.577,47.099999999999994,52.900000000000006
1340,309171,55.3,20.8,3,71.37,0,100
1891,443641,64.547,27.41,3,74.16,0,100
1404,325537,56.566,22.04,3,74.16,0,100
1280,293681,54.1,19.6,3,59.72,1.4000000000000001,98.6
1785,410343,62.76,26.313,3,74.16,0,100
1026,237780,49.455,15.39,2,49.473,52.6,47.4
1315,302716,54.8,20.3,3,65.845,0,100
1531,353357,58.662,23.31,3,74.16,0,100
1949,462700,65.533,27.99,3,74.16,0,100
1388,321563,56.26,21.76,3,74.16,0,100
1248,285419,53.46,18.96,3,55.43,22.8,77.2
1805,415381,63.085,26.55,3,74.16,0,100
1986,474858,66.162,28.36,3,74.16,0,100
1835,425240,63.595,26.85,3,74.16,0,100
1357,313559,55.64,21.14,3,74.16,0,100
1234,281805,53.18,18.68,3,53.879,30.599999999999998,69.39999999999999
1228,280256,53.06,18.56,3,53.262,33.7,66.3
1506,347880,58.249,23.06,3,74.16,0,100
1172,267356,52.01,17.58,2,49.473,52.6,47.4
1073,247301,50.278,16.095,2,49.473,52.6,47.4
1945,461386,65.465,27.95,3,74.16,0,100
1186,270192,52.255,17.79,2,49.826,50.9,49.1
1744,401064,62.104,25.8,3,74.16,0,100
1488,343937,57.952,22.88,3,74.16,0,100
1365,315625,55.8,21.3,3,74.16,0,100
1451,335832,57.341,22.51,3,74.16,0,100
1142,261278,51.485,17.13,2,49.473,52.6,47.4
1726,396990,61.816,25.575,3,74.16,0,100
1292,296779,54.34,19.84,3,61.635,0,100
1126,258037,51.205,16.89,2,49.473,52.6,47.4
1834,424911,63.578,26.84,3,74.16,0,100
1892,443970,64.564,27.42,3,74.16,0,100
1144,261684,51.52,17.16,2,49.473,52.6,47.4
1818,419653,63.306,26.68,3,74.16,0,100
1661,382278,60.776,24.762,3,74.16,0,100
1667,383636,60.872,24.838,3,74.16,0,100
1899,446270,64.683,27.49,3,74.16,0,100
1548,357081,58.942,23.48,3,74.16,0,100
1290,296262,54.3,19.8,3,61.302,0,100
1722,396084,61.752,25.525,3,74.16,0,100
1845,428526,63.765,26.95,3,74.16,0,100
1705,392237,61.48,25.312,3,74.16,0,100
1752,402874,62.232,25.9,3,74.16,0,100
1633,375941,60.328,24.413,3,74.16,0,100
1796,412833,62.936,26.45,3,74.16,0,100
1803,414724,63.051,26.53,3,74.16,0,100
1618,372546,60.088,24.225,3,74.16,0,100
1477,341528,57.77,22.77,3,74.16,0,100
1273,291874,53.96,19.46,3,58.683,6.6000000000000005,93.4
1032,238996,49.56,15.48,2,49.473,52.6,47.4
1767,406269,62.472,26.087,3,74.16,0,100
1766,406043,62.456,26.075,3,74.16,0,100
1032,238996,49.56,15.48,2,49.473,52.6,47.4
1856,432140,63.952,27.06,3,74.16,0,100
1953,464014,65.601,28.03,3,74.16,0,100
1590,366281,59.635,23.9,3,74.16,0,100
1656,381146,60.696,24.7,3,74.16,0,100
1430,331232,56.995,22.3,3,74.16,0,100
1051,242845,49.893,15.765,2,49.473,52.6,47.4
1917,452185,64.989,27.67,3,74.16,0,100
1083,249327,50.453,16.245,2,49.473,52.6,47.4
1452,336051,57.358,22.52,3,74.16,0,100
1871,437069,64.207,27.21,3,74.16,0,100
1549,357300,58.958,23.49,3,74.16,0,100
1467,339337,57.606,22.67,3,74.16,0,100
1603,369151,59.848,24.038,3,74.16,0,100
1016,235755,49.28,15.24,2,49.473,52.6,47.4
1201,273286,52.52,18.02,3,50.79,46.0,54.0
1027,237983,49.472,15.405,2,49.473,52.6,47.4
1457,337147,57.441,22.57,3,74.16,0,100
1598,368033,59.767,23.98,3,74.16,0,100
1216,277158,52.82,18.32,3,52.107,39.5,60.5
1285,294972,54.2,19.7,3,60.497,0,100
1071,246896,50.242,16.065,2,49.473,52.6,47.4
1811,417353,63.187,26.61,3,74.16,0,100
1221,278449,52.92,18.42,3,52.577,37.1,62.9
1708,392916,61.528,25.35,3,74.16,0,100
1021,236767,49.368,15.315,2,49.473,52.6,47.4
1414,327727,56.731,22.14,3,74.16,0,100
1928,455799,65.176,27.78,3,74.16,0,100
1131,259050,51.293,16.965,2,49.473,52.6,47.4
1856,432140,63.952,27.06,3,74.16,0,100
1699,390879,61.384,25.238,3,74.16,0,100
1186,270192,52.255,17.79,2,49.826,50.9,49.1
1317,303233,54.84,20.34,3,66.25,0,100
1797,413059,62.952,26.462,3,74.16,0,100
1997,478473,66.349,28.47,3,74.16,0,100
