device_count,no_of_tasks,Lan_delay,Failure_mob,Decision,fuzzy_probability,tilt_t2,tilt_t3
1033,239198,49.578,15.495,2,49.473,52.6,47.4
1574,362776,59.371,23.74,3,74.16,0,100
1445,334518,57.242,22.45,3,74.16,0,100
1866,435426,64.122,27.16,3,74.16,0,100
1367,316141,55.84,21.34,3,74.16,0,100
1501,346785,58.166,23.01,3,74.16,0,100
1340,309171,55.3,20.8,3,71.37,0,100
1476,341309,57.754,22.76,3,74.16,0,100
1702,391558,61.432,25.275,3,74.16,0,100
1833,424582,63.561,26.83,3,74.16,0,100
1325,305298,55.0,20.5,3,67.927,0,100
1233,281547,53.16,18.66,3,53.774,31.1,68.89999999999999
1855,431812,63.935,27.05,3,74.16,0,100
1486,343499,57.919,22.86,3,74.16,0,100
1762,405138,62.392,26.025,3,74.16,0,100
1050,242642,49.875,15.75,2,49.473,52.6,47.4
1038,240211,49.665,15.57,2,49.473,52.6,47.4
1408,326413,56.632,22.08,3,74.16,0,100
1602,368924,59.832,24.025,3,74.16,0,100
1091,250947,50.593,16.365,2,49.473,52.6,47.4
1615,371867,60.04,24.188,3,74.16,0,100
1907,448899,64.819,27.57,3,74.16,0,100
1675,385447,61.0,24.938,3,74.16,0,100
1651,380015,60.616,24.637,3,74.16,0,100
1541,355547,58.826,23.41,3,74.16,0,100
1222,278707,52.94,18.44,3,52.673,36.6,63.4
1865,435098,64.105,27.15,3,74.16,0,100
1273,291874,53.96,19.46,3,58.683,6.6000000000000005,93.4
1215,276900,52.8,18.3,3,52.015,39.900000000000006,60.099999999999994
1983,473872,66.111,28.33,3,74.16,0,100
1440,333423,57.16,22.4,3,74.16,0,100
1501,346785,58.166,23.01,3,74.16,0,100
1300,298844,54.5,20.0,3,63.015,0,100
1828,422939,63.476,26.78,3,74.16,0,100
1608,370282,59.928,24.1,3,74.16,0,100
1015,235552,49.263,15.225,2,49.473,52.6,47.4
1228,280256,53.06,18.56,3,53.262,33.7,66.3
1679,386352,61.064,24.988,3,74.16,0,100
1077,248111,50.347,16.155,2,49.473,52.6,47.4
761,175767,46.373,11.11,2,49.473,52.6,47.4
541,128170,43.581,8.468,2,40.848,95.8,4.2
836,192575,47.278,12.13,2,49.473,52.6,47.4
811,186486,47.015,11.693,2,49.473,52.6,47.4
264,62811,40.672,3.96,2,25.333,100,0
228,54622,40.294,3.42,2,25.333,100,0
509,120357,43.245,7.908,2,36.005,100,0
991,230322,48.906,14.843,2,49.473,52.6,47.4
823,189409,47.142,11.902,2,49.473,52.6,47.4
251,59853,40.535,3.765,2,25.333,100,0
400,93747,42.1,6.0,2,25.333,100,0
203,48935,40.032,3.045,2,25.333,100,0
958,222285,48.559,14.265,2,49.473,52.6,47.4
245,58489,40.473,3.675,2,25.333,100,0
237,56669,40.389,3.555,2,25.333,100,0
881,203533,47.751,12.918,2,49.473,52.6,47.4
820,188678,47.11,11.85,2,49.473,52.6,47.4
819,188435,47.099,11.832,2,49.473,52.6,47.4
543,128658,43.602,8.503,2,41.114,94.39999999999999,5.6000000000000005
917,212301,48.129,13.547,2,49.473,52.6,47.4
678,158655,45.253,10.28,2,49.473,52.6,47.4
264,62811,40.672,3.96,2,25.333,100,0
360,84648,41.68,5.4,2,25.333,100,0
576,136714,43.948,9.08,2,44.947,75.3,24.7
488,115230,43.024,7.54,2,32.156,100,0
954,221311,48.517,14.195,2,49.473,52.6,47.4
923,213762,48.191,13.652,2,49.473,52.6,47.4
402,94235,42.121,6.035,2,25.333,100,0
805,185025,46.953,11.588,2,49.473,52.6,47.4
286,67815,40.903,4.29,2,25.333,100,0
658,154531,44.983,10.08,2,49.473,52.6,47.4
375,88060,41.837,5.625,2,25.333,100,0
616,145872,44.416,9.66,2,47.976,60.099999999999994,39.900000000000006
514,121578,43.297,7.995,2,36.834,100,0
318,75094,41.239,4.77,2,25.333,100,0
769,177416,46.481,11.19,2,49.473,52.6,47.4
829,190870,47.204,12.008,2,49.473,52.6,47.4
785,180715,46.697,11.35,2,49.473,52.6,47.4
345,81236,41.523,5.175,2,25.333,100,0
689,160923,45.401,10.39,2,49.473,52.6,47.4
592,140620,44.116,9.36,2,46.493,67.5,32.5
807,185512,46.974,11.623,2,49.473,52.6,47.4
403,94479,42.132,6.053,2,25.333,100,0
283,67133,40.871,4.245,2,25.333,100,0
348,81918,41.554,5.22,2,25.333,100,0
647,152263,44.834,9.97,2,49.348,53.300000000000004,46.7
695,162160,45.483,10.45,2,49.473,52.6,47.4
753,174118,46.266,11.03,2,49.473,52.6,47.4
641,151026,44.754,9.91,2,49.094,54.50000000000001,45.5
600,142574,44.2,9.5,2,47.206,64.0,36.0
203,48935,40.032,3.045,2,25.333,100,0
746,172674,46.171,10.96,2,49.473,52.6,47.4
219,52574,40.2,3.285,2,25.333,100,0
672,157418,45.172,10.22,2,49.473,52.6,47.4
760,175561,46.36,11.1,2,49.473,52.6,47.4
851,196228,47.435,12.393,2,49.473,52.6,47.4
917,212301,48.129,13.547,2,49.473,52.6,47.4
737,170819,46.05,10.87,2,49.473,52.6,47.4
594,141109,44.137,9.395,2,46.675,66.60000000000001,33.4
774,178447,46.549,11.24,2,49.473,52.6,47.4
293,69407,40.977,4.395,2,25.333,100,0
574,136226,43.927,9.045,2,44.741,76.3,23.7
691,161335,45.428,10.41,2,49.473,52.6,47.4
949,220093,48.465,14.107,2,49.473,52.6,47.4
834,192088,47.257,12.095,2,49.473,52.6,47.4
432,101559,42.436,6.56,2,25.333,100,0
396,92837,42.058,5.94,2,25.333,100,0
733,169994,45.995,10.83,2,49.473,52.6,47.4
851,196228,47.435,12.393,2,49.473,52.6,47.4
385,90334,41.943,5.775,2,25.333,100,0
876,202316,47.698,12.83,2,49.473,52.6,47.4
331,78051,41.376,4.965,2,25.333,100,0
767,177004,46.454,11.17,2,49.473,52.6,47.4
699,162984,45.537,10.49,2,49.473,52.6,47.4
691,161335,45.428,10.41,2,49.473,52.6,47.4
768,177210,46.468,11.18,2,49.473,52.6,47.4
960,222772,48.58,14.3,2,49.473,52.6,47.4
573,135982,43.916,9.027,2,44.634,76.8,23.200000000000003
949,220093,48.465,14.107,2,49.473,52.6,47.4
815,187460,47.057,11.762,2,49.473,52.6,47.4
367,86240,41.754,5.505,2,25.333,100,0
341,80326,41.48,5.115,2,25.333,100,0
878,202803,47.719,12.865,2,49.473,52.6,47.4
456,107418,42.688,6.98,2,25.333,100,0
500,118160,43.15,7.75,2,34.422,100,0
627,148140,44.565,9.77,2,48.48,57.599999999999994,42.4
248,59171,40.504,3.72,2,25.333,100,0
849,195740,47.414,12.357,2,49.473,52.6,47.4
977,226912,48.758,14.598,2,49.473,52.6,47.4
622,147109,44.497,9.72,2,48.253,58.699999999999996,41.3
747,172880,46.184,10.97,2,49.473,52.6,47.4
995,231296,48.947,14.913,2,49.473,52.6,47.4
325,76686,41.312,4.875,2,25.333,100,0
241,57579,40.431,3.615,2,25.333,100,0
681,159273,45.294,10.31,2,49.473,52.6,47.4
317,74866,41.229,4.755,2,25.333,100,0
847,195253,47.393,12.322,2,49.473,52.6,47.4
632,149171,44.632,9.82,2,48.703,56.49999999999999,43.5
965,223990,48.633,14.387,2,49.473,52.6,47.4
826,190139,47.173,11.955,2,49.473,52.6,47.4
681,159273,45.294,10.31,2,49.473,52.6,47.4
603,143192,44.241,9.53,2,47.354,63.2,36.8
887,204995,47.813,13.023,2,49.473,52.6,47.4
541,128170,43.581,8.468,2,40.848,95.8,4.2
972,225695,48.706,14.51,2,49.473,52.6,47.4
564,133785,43.822,8.87,2,43.664,81.69999999999999,18.3
485,114498,42.992,7.487,2,31.551,100,0
400,93747,42.1,6.0,2,25.333,100,0
838,193062,47.299,12.165,2,49.473,52.6,47.4
495,116939,43.098,7.662,2,33.498,100,0
856,197445,47.488,12.48,2,49.473,52.6,47.4
624,147522,44.524,9.74,2,48.344,58.3,41.699999999999996
630,148759,44.605,9.8,2,48.614,56.89999999999999,43.1
975,226425,48.737,14.562,2,49.473,52.6,47.4
251,59853,40.535,3.765,2,25.333,100,0
749,173293,46.212,10.99,2,49.473,52.6,47.4
813,186973,47.036,11.727,2,49.473,52.6,47.4
764,176385,46.414,11.14,2,49.473,52.6,47.4
209,50300,40.095,3.135,2,25.333,100,0
203,48935,40.032,3.045,2,25.333,100,0
956,221798,48.538,14.23,2,49.473,52.6,47.4
604,143398,44.254,9.54,2,47.403,63.0,37.0
352,82828,41.596,5.28,2,25.333,100,0
909,210352,48.044,13.408,2,49.473,52.6,47.4
618,146285,44.443,9.68,2,48.069,59.699999999999996,40.300000000000004
838,193062,47.299,12.165,2,49.473,52.6,47.4
539,127681,43.559,8.433,2,40.577,97.1,2.9000000000000004
535,126705,43.518,8.363,2,40.023,99.9,0.1
830,191113,47.215,12.025,2,49.473,52.6,47.4
569,135005,43.875,8.957,2,44.21,79.0,21.0
358,84193,41.659,5.37,2,25.333,100,0
558,132320,43.759,8.765,2,42.978,85.1,14.899999999999999
882,203777,47.761,12.935,2,49.473,52.6,47.4
944,218876,48.412,14.02,2,49.473,52.6,47.4
264,62811,40.672,3.96,2,25.333,100,0
442,104000,42.541,6.735,2,25.333,100,0
747,172880,46.184,10.97,2,49.473,52.6,47.4
736,170613,46.036,10.86,2,49.473,52.6,47.4
509,120357,43.245,7.908,2,36.005,100,0
919,212788,48.149,13.582,2,49.473,52.6,47.4
277,65768,40.809,4.155,2,25.333,100,0
243,58034,40.452,3.645,2,25.333,100,0
687,160510,45.374,10.37,2,49.473,52.6,47.4
497,117428,43.119,7.697,2,33.87,100,0
464,109371,42.772,7.12,2,26.985,100,0
387,90789,41.964,5.805,2,25.333,100,0
963,223503,48.611,14.353,2,49.473,52.6,47.4
245,58489,40.473,3.675,2,25.333,100,0
700,163191,45.55,10.5,2,49.473,52.6,47.4
859,198176,47.52,12.533,2,49.473,52.6,47.4
668,156593,45.118,10.18,2,49.473,52.6,47.4
758,175148,46.333,11.08,2,49.473,52.6,47.4
326,76914,41.323,4.89,2,25.333,100,0
966,224233,48.643,14.405,2,49.473,52.6,47.4
787,181127,46.724,11.37,2,49.473,52.6,47.4
241,57579,40.431,3.615,2,25.333,100,0
436,102535,42.478,6.63,2,25.333,100,0
288,68270,40.924,4.32,2,25.333,100,0
281,66678,40.851,4.215,2,25.333,100,0
851,196228,47.435,12.393,2,49.473,52.6,47.4
620,146697,44.47,9.7,2,48.161,59.199999999999996,40.8
917,212301,48.129,13.547,2,49.473,52.6,47.4
431,101315,42.425,6.543,2,25.333,100,0
374,87832,41.827,5.61,2,25.333,100,0
610,144635,44.335,9.6,2,47.692,61.5,38.5
245,58489,40.473,3.675,2,25.333,100,0
777,179066,46.59,11.27,2,49.473,52.6,47.4
964,223746,48.622,14.37,2,49.473,52.6,47.4
980,227643,48.79,14.65,2,49.473,52.6,47.4
558,132320,43.759,8.765,2,42.978,85.1,14.899999999999999
698,162778,45.523,10.48,2,49.473,52.6,47.4
393,92154,42.026,5.895,2,25.333,100,0
923,213762,48.191,13.652,2,49.473,52.6,47.4
880,203290,47.74,12.9,2,49.473,52.6,47.4
379,88970,41.88,5.685,2,25.333,100,0
884,204264,47.782,12.97,2,49.473,52.6,47.4
748,173087,46.198,10.98,2,49.473,52.6,47.4
694,161953,45.469,10.44,2,49.473,52.6,47.4
574,136226,43.927,9.045,2,44.741,76.3,23.7
632,149171,44.632,9.82,2,48.703,56.49999999999999,43.5
938,217415,48.349,13.915,2,49.473,52.6,47.4
920,213031,48.16,13.6,2,49.473,52.6,47.4
817,187948,47.078,11.797,2,49.473,52.6,47.4
431,101315,42.425,6.543,2,25.333,100,0
420,98629,42.31,6.35,2,25.333,100,0
700,163191,45.55,10.5,2,49.473,52.6,47.4
287,68042,40.913,4.305,2,25.333,100,0
601,142780,44.214,9.51,2,47.255,63.7,36.3
386,90562,41.953,5.79,2,25.333,100,0
509,120357,43.245,7.908,2,36.005,100,0
766,176798,46.441,11.16,2,49.473,52.6,47.4
344,81008,41.512,5.16,2,25.333,100,0
354,83283,41.617,5.31,2,25.333,100,0
610,144635,44.335,9.6,2,47.692,61.5,38.5
639,150614,44.727,9.89,2,49.008,55.00000000000001,45.0
331,78051,41.376,4.965,2,25.333,100,0
976,226669,48.748,14.58,2,49.473,52.6,47.4
202,48707,40.021,3.03,2,25.333,100,0
889,205482,47.834,13.058,2,49.473,52.6,47.4
434,102047,42.457,6.595,2,25.333,100,0
843,194279,47.352,12.252,2,49.473,52.6,47.4
794,182570,46.819,11.44,2,49.473,52.6,47.4
504,119137,43.192,7.82,2,35.138,100,0
574,136226,43.927,9.045,2,44.741,76.3,23.7
221,53029,40.221,3.315,2,25.333,100,0
842,194036,47.341,12.235,2,49.473,52.6,47.4
798,183395,46.873,11.48,2,49.473,52.6,47.4
572,135738,43.906,9.01,2,44.532,77.3,22.7
917,212301,48.129,13.547,2,49.473,52.6,47.4
209,50300,40.095,3.135,2,25.333,100,0
417,97897,42.279,6.298,2,25.333,100,0
671,157212,45.159,10.21,2,49.473,52.6,47.4
428,100582,42.394,6.49,2,25.333,100,0
331,78051,41.376,4.965,2,25.333,100,0
971,225451,48.696,14.492,2,49.473,52.6,47.4
515,121822,43.308,8.012,2,36.992,100,0
913,211326,48.087,13.478,2,49.473,52.6,47.4
242,57806,40.441,3.63,2,25.333,100,0
532,125972,43.486,8.31,2,39.594,100,0
804,184782,46.942,11.57,2,49.473,52.6,47.4
940,217902,48.37,13.95,2,49.473,52.6,47.4
256,60991,40.588,3.84,2,25.333,100,0
554,131343,43.717,8.695,2,42.502,87.5,12.5
641,151026,44.754,9.91,2,49.094,54.50000000000001,45.5
868,200368,47.614,12.69,2,49.473,52.6,47.4
349,82146,41.565,5.235,2,25.333,100,0
272,64630,40.756,4.08,2,25.333,100,0
257,61218,40.599,3.855,2,25.333,100,0
558,132320,43.759,8.765,2,42.978,85.1,14.899999999999999
654,153707,44.929,10.04,2,49.473,52.6,47.4
646,152057,44.821,9.96,2,49.306,53.5,46.5
635,149789,44.672,9.85,2,48.834,55.800000000000004,44.2
665,155975,45.078,10.15,2,49.473,52.6,47.4
947,219606,48.444,14.072,2,49.473,52.6,47.4
946,219363,48.433,14.055,2,49.473,52.6,47.4
339,79871,41.459,5.085,2,25.333,100,0
613,145254,44.376,9.63,2,47.835,60.8,39.2
944,218876,48.412,14.02,2,49.473,52.6,47.4
823,189409,47.142,11.902,2,49.473,52.6,47.4
501,118404,43.16,7.768,2,34.609,100,0
973,225938,48.716,14.527,2,49.473,52.6,47.4
932,215953,48.286,13.81,2,49.473,52.6,47.4
980,227643,48.79,14.65,2,49.473,52.6,47.4
427,100338,42.384,6.473,2,25.333,100,0
262,62356,40.651,3.93,2,25.333,100,0
594,141109,44.137,9.395,2,46.675,66.60000000000001,33.4
455,107174,42.678,6.963,2,25.333,100,0
425,99850,42.363,6.438,2,25.333,100,0
366,86013,41.743,5.49,2,25.333,100,0
267,63493,40.703,4.005,2,25.333,100,0
570,135249,43.885,8.975,2,44.32,78.4,21.6
253,60308,40.556,3.795,2,25.333,100,0
436,102535,42.478,6.63,2,25.333,100,0
931,215710,48.276,13.793,2,49.473,52.6,47.4
244,58261,40.462,3.66,2,25.333,100,0
750,173499,46.225,11.0,2,49.473,52.6,47.4
909,210352,48.044,13.408,2,49.473,52.6,47.4
576,136714,43.948,9.08,2,44.947,75.3,24.7
441,103756,42.531,6.718,2,25.333,100,0
457,107662,42.699,6.998,2,25.333,100,0
969,224964,48.675,14.457,2,49.473,52.6,47.4
308,72819,41.134,4.62,2,25.333,100,0
558,132320,43.759,8.765,2,42.978,85.1,14.899999999999999
204,49162,40.042,3.06,2,25.333,100,0
339,79871,41.459,5.085,2,25.333,100,0
550,130367,43.675,8.625,2,42.011,89.9,10.100000000000001
415,97409,42.258,6.263,2,25.333,100,0
738,171025,46.063,10.88,2,49.473,52.6,47.4
474,111812,42.877,7.295,2,29.246,100,0
454,106930,42.667,6.945,2,25.333,100,0
866,199880,47.593,12.655,2,49.473,52.6,47.4
908,210109,48.034,13.39,2,49.473,52.6,47.4
908,210109,48.034,13.39,2,49.473,52.6,47.4
540,127925,43.57,8.45,2,40.709,96.5,3.5000000000000004
692,161541,45.442,10.42,2,49.473,52.6,47.4
616,145872,44.416,9.66,2,47.976,60.099999999999994,39.900000000000006
325,76686,41.312,4.875,2,25.333,100,0
262,62356,40.651,3.93,2,25.333,100,0
285,67587,40.892,4.275,2,25.333,100,0
840,193549,47.32,12.2,2,49.473,52.6,47.4
401,93991,42.111,6.018,2,25.333,100,0
636,149996,44.686,9.86,2,48.878,55.60000000000001,44.4
232,55532,40.336,3.48,2,25.333,100,0
951,220581,48.486,14.143,2,49.473,52.6,47.4
452,106442,42.646,6.91,2,25.333,100,0
910,210596,48.055,13.425,2,49.473,52.6,47.4
893,206456,47.877,13.127,2,49.473,52.6,47.4
959,222529,48.569,14.283,2,49.473,52.6,47.4
487,114986,43.014,7.522,2,31.952,100,0
655,153913,44.943,10.05,2,49.473,52.6,47.4
241,57579,40.431,3.615,2,25.333,100,0
472,111324,42.856,7.26,2,28.809,100,0
484,114254,42.982,7.47,2,31.354,100,0
446,104977,42.583,6.805,2,25.333,100,0
730,169376,45.955,10.8,2,49.473,52.6,47.4
551,130611,43.686,8.643,2,42.139,89.3,10.7
978,227156,48.769,14.615,2,49.473,52.6,47.4
376,88287,41.848,5.64,2,25.333,100,0
709,165046,45.672,10.59,2,49.473,52.6,47.4
226,54167,40.273,3.39,2,25.333,100,0
821,188922,47.12,11.867,2,49.473,52.6,47.4
335,78961,41.418,5.025,2,25.333,100,0
377,88515,41.858,5.655,2,25.333,100,0
331,78051,41.376,4.965,2,25.333,100,0
780,179684,46.63,11.3,2,49.473,52.6,47.4
643,151439,44.781,9.93,2,49.179,54.1,45.9
694,161953,45.469,10.44,2,49.473,52.6,47.4
621,146903,44.483,9.71,2,48.207,59.0,41.0
919,212788,48.149,13.582,2,49.473,52.6,47.4
838,193062,47.299,12.165,2,49.473,52.6,47.4
934,216441,48.307,13.845,2,49.473,52.6,47.4
218,52347,40.189,3.27,2,25.333,100,0
829,190870,47.204,12.008,2,49.473,52.6,47.4
694,161953,45.469,10.44,2,49.473,52.6,47.4
522,123531,43.381,8.135,2,38.105,100,0
609,144429,44.322,9.59,2,47.644,61.8,38.2
937,217171,48.338,13.898,2,49.473,52.6,47.4
335,78961,41.418,5.025,2,25.333,100,0
218,52347,40.189,3.27,2,25.333,100,0
633,149377,44.646,9.83,2,48.747,56.3,43.7
291,68952,40.956,4.365,2,25.333,100,0
602,142986,44.227,9.52,2,47.305,63.5,36.5
976,226669,48.748,14.58,2,49.473,52.6,47.4
532,125972,43.486,8.31,2,39.594,100,0
992,230565,48.916,14.86,2,49.473,52.6,47.4
795,182777,46.832,11.45,2,49.473,52.6,47.4
551,130611,43.686,8.643,2,42.139,89.3,10.7
451,106197,42.636,6.893,2,25.333,100,0
702,163603,45.577,10.52,2,49.473,52.6,47.4
695,162160,45.483,10.45,2,49.473,52.6,47.4
510,120601,43.255,7.925,2,36.17,100,0
691,161335,45.428,10.41,2,49.473,52.6,47.4
474,111812,42.877,7.295,2,29.246,100,0
560,132808,43.78,8.8,2,43.211,83.89999999999999,16.1
722,167726,45.847,10.72,2,49.473,52.6,47.4
218,52347,40.189,3.27,2,25.333,100,0
715,166283,45.752,10.65,2,49.473,52.6,47.4
843,194279,47.352,12.252,2,49.473,52.6,47.4
330,77824,41.365,4.95,2,25.333,100,0
720,167314,45.82,10.7,2,49.473,52.6,47.4
397,93064,42.069,5.955,2,25.333,100,0
665,155975,45.078,10.15,2,49.473,52.6,47.4
710,165252,45.685,10.6,2,49.473,52.6,47.4
468,110348,42.814,7.19,2,27.91,100,0
921,213275,48.17,13.617,2,49.473,52.6,47.4
969,224964,48.675,14.457,2,49.473,52.6,47.4
372,87377,41.806,5.58,2,25.333,100,0
875,202072,47.688,12.812,2,49.473,52.6,47.4
474,111812,42.877,7.295,2,29.246,100,0
705,164221,45.617,10.55,2,49.473,52.6,47.4
374,93747,42.1,6.0,2,25.333,100,0
385,93747,42.1,6.0,2,25.333,100,0
591,142574,44.2,9.5,2,47.206,64.0,36.0
905,232514,49.0,15.0,2,49.473,52.6,47.4
470,93747,42.1,6.0,2,25.333,100,0
428,93747,42.1,6.0,2,25.333,100,0
880,183808,46.9,11.5,2,49.473,52.6,47.4
942,232514,49.0,15.0,2,49.473,52.6,47.4
561,142574,44.2,9.5,2,47.206,64.0,36.0
657,142574,44.2,9.5,2,47.206,64.0,36.0
973,232514,49.0,15.0,2,49.473,52.6,47.4
921,232514,49.0,15.0,2,49.473,52.6,47.4
307,93747,42.1,6.0,2,25.333,100,0
434,93747,42.1,6.0,2,25.333,100,0
308,93747,42.1,6.0,2,25.333,100,0
288,48253,40.0,3.0,2,25.333,100,0
875,183808,46.9,11.5,2,49.473,52.6,47.4
958,232514,49.0,15.0,2,49.473,52.6,47.4
743,183808,46.9,11.5,2,49.473,52.6,47.4
533,142574,44.2,9.5,2,47.206,64.0,36.0
317,93747,42.1,6.0,2,25.333,100,0
322,93747,42.1,6.0,2,25.333,100,0
627,142574,44.2,9.5,2,47.206,64.0,36.0
344,93747,42.1,6.0,2,25.333,100,0
537,142574,44.2,9.5,2,47.206,64.0,36.0
206,48253,40.0,3.0,2,25.333,100,0
336,93747,42.1,6.0,2,25.333,100,0
543,142574,44.2,9.5,2,47.206,64.0,36.0
439,93747,42.1,6.0,2,25.333,100,0
401,93747,42.1,6.0,2,25.333,100,0
699,142574,44.2,9.5,2,47.206,64.0,36.0
867,183808,46.9,11.5,2,49.473,52.6,47.4
660,142574,44.2,9.5,2,47.206,64.0,36.0
846,183808,46.9,11.5,2,49.473,52.6,47.4
398,93747,42.1,6.0,2,25.333,100,0
936,232514,49.0,15.0,2,49.473,52.6,47.4
639,142574,44.2,9.5,2,47.206,64.0,36.0
467,93747,42.1,6.0,2,25.333,100,0
567,142574,44.2,9.5,2,47.206,64.0,36.0
889,183808,46.9,11.5,2,49.473,52.6,47.4
929,232514,49.0,15.0,2,49.473,52.6,47.4
576,142574,44.2,9.5,2,47.206,64.0,36.0
297,48253,40.0,3.0,2,25.333,100,0
664,142574,44.2,9.5,2,47.206,64.0,36.0
885,183808,46.9,11.5,2,49.473,52.6,47.4
769,183808,46.9,11.5,2,49.473,52.6,47.4
372,93747,42.1,6.0,2,25.333,100,0
831,183808,46.9,11.5,2,49.473,52.6,47.4
992,232514,49.0,15.0,2,49.473,52.6,47.4
617,142574,44.2,9.5,2,47.206,64.0,36.0
883,183808,46.9,11.5,2,49.473,52.6,47.4
256,48253,40.0,3.0,2,25.333,100,0
767,183808,46.9,11.5,2,49.473,52.6,47.4
678,142574,44.2,9.5,2,47.206,64.0,36.0
676,142574,44.2,9.5,2,47.206,64.0,36.0
982,232514,49.0,15.0,2,49.473,52.6,47.4
456,93747,42.1,6.0,2,25.333,100,0
257,48253,40.0,3.0,2,25.333,100,0
813,183808,46.9,11.5,2,49.473,52.6,47.4
636,142574,44.2,9.5,2,47.206,64.0,36.0
472,93747,42.1,6.0,2,25.333,100,0
889,183808,46.9,11.5,2,49.473,52.6,47.4
782,183808,46.9,11.5,2,49.473,52.6,47.4
986,232514,49.0,15.0,2,49.473,52.6,47.4
954,232514,49.0,15.0,2,49.473,52.6,47.4
823,183808,46.9,11.5,2,49.473,52.6,47.4
278,48253,40.0,3.0,2,25.333,100,0
461,93747,42.1,6.0,2,25.333,100,0
425,93747,42.1,6.0,2,25.333,100,0
352,93747,42.1,6.0,2,25.333,100,0
905,232514,49.0,15.0,2,49.473,52.6,47.4
607,142574,44.2,9.5,2,47.206,64.0,36.0
611,142574,44.2,9.5,2,47.206,64.0,36.0
822,183808,46.9,11.5,2,49.473,52.6,47.4
666,142574,44.2,9.5,2,47.206,64.0,36.0
359,93747,42.1,6.0,2,25.333,100,0
340,93747,42.1,6.0,2,25.333,100,0
380,93747,42.1,6.0,2,25.333,100,0
957,232514,49.0,15.0,2,49.473,52.6,47.4
251,48253,40.0,3.0,2,25.333,100,0
561,142574,44.2,9.5,2,47.206,64.0,36.0
869,183808,46.9,11.5,2,49.473,52.6,47.4
848,183808,46.9,11.5,2,49.473,52.6,47.4
312,93747,42.1,6.0,2,25.333,100,0
416,93747,42.1,6.0,2,25.333,100,0
248,48253,40.0,3.0,2,25.333,100,0
597,142574,44.2,9.5,2,47.206,64.0,36.0
342,93747,42.1,6.0,2,25.333,100,0
362,93747,42.1,6.0,2,25.333,100,0
382,93747,42.1,6.0,2,25.333,100,0
907,232514,49.0,15.0,2,49.473,52.6,47.4
909,232514,49.0,15.0,2,49.473,52.6,47.4
455,93747,42.1,6.0,2,25.333,100,0
496,93747,42.1,6.0,2,25.333,100,0
607,142574,44.2,9.5,2,47.206,64.0,36.0
279,48253,40.0,3.0,2,25.333,100,0
376,93747,42.1,6.0,2,25.333,100,0
720,183808,46.9,11.5,2,49.473,52.6,47.4
659,142574,44.2,9.5,2,47.206,64.0,36.0
206,48253,40.0,3.0,2,25.333,100,0
458,93747,42.1,6.0,2,25.333,100,0
548,142574,44.2,9.5,2,47.206,64.0,36.0
364,93747,42.1,6.0,2,25.333,100,0
929,232514,49.0,15.0,2,49.473,52.6,47.4
299,48253,40.0,3.0,2,25.333,100,0
311,93747,42.1,6.0,2,25.333,100,0
620,142574,44.2,9.5,2,47.206,64.0,36.0
923,232514,49.0,15.0,2,49.473,52.6,47.4
267,48253,40.0,3.0,2,25.333,100,0
789,183808,46.9,11.5,2,49.473,52.6,47.4
823,183808,46.9,11.5,2,49.473,52.6,47.4
490,93747,42.1,6.0,2,25.333,100,0
691,142574,44.2,9.5,2,47.206,64.0,36.0
563,142574,44.2,9.5,2,47.206,64.0,36.0
341,93747,42.1,6.0,2,25.333,100,0
584,142574,44.2,9.5,2,47.206,64.0,36.0
719,183808,46.9,11.5,2,49.473,52.6,47.4
635,142574,44.2,9.5,2,47.206,64.0,36.0
498,93747,42.1,6.0,2,25.333,100,0
318,93747,42.1,6.0,2,25.333,100,0
286,48253,40.0,3.0,2,25.333,100,0
264,48253,40.0,3.0,2,25.333,100,0
924,232514,49.0,15.0,2,49.473,52.6,47.4
246,48253,40.0,3.0,2,25.333,100,0
558,142574,44.2,9.5,2,47.206,64.0,36.0
866,183808,46.9,11.5,2,49.473,52.6,47.4
557,142574,44.2,9.5,2,47.206,64.0,36.0
226,48253,40.0,3.0,2,25.333,100,0
607,142574,44.2,9.5,2,47.206,64.0,36.0
896,183808,46.9,11.5,2,49.473,52.6,47.4
919,232514,49.0,15.0,2,49.473,52.6,47.4
891,183808,46.9,11.5,2,49.473,52.6,47.4
681,142574,44.2,9.5,2,47.206,64.0,36.0
931,232514,49.0,15.0,2,49.473,52.6,47.4
840,183808,46.9,11.5,2,49.473,52.6,47.4
631,142574,44.2,9.5,2,47.206,64.0,36.0
734,183808,46.9,11.5,2,49.473,52.6,47.4
234,48253,40.0,3.0,2,25.333,100,0
228,48253,40.0,3.0,2,25.333,100,0
554,142574,44.2,9.5,2,47.206,64.0,36.0
469,93747,42.1,6.0,2,25.333,100,0
946,232514,49.0,15.0,2,49.473,52.6,47.4
758,183808,46.9,11.5,2,49.473,52.6,47.4
711,183808,46.9,11.5,2,49.473,52.6,47.4
832,183808,46.9,11.5,2,49.473,52.6,47.4
517,142574,44.2,9.5,2,47.206,64.0,36.0
696,142574,44.2,9.5,2,47.206,64.0,36.0
488,93747,42.1,6.0,2,25.333,100,0
830,183808,46.9,11.5,2,49.473,52.6,47.4
711,183808,46.9,11.5,2,49.473,52.6,47.4
854,183808,46.9,11.5,2,49.473,52.6,47.4
823,183808,46.9,11.5,2,49.473,52.6,47.4
366,93747,42.1,6.0,2,25.333,100,0
